,cloud,gym,insurance,mobile,music,software,streaming
C001717,0.6606762269875679,0.007718958342730467,0.008063460115338941,0.008027049200630895,0.006266669296294222,0.00825027376141759,0.009248993023740786
C001718,0.0038919542787033403,0.034339050240796115,0.017035761126746107,0.4710194354641742,0.04353957854551797,0.005160796729107306,0.004743122755430171
C001719,0.0068320256744262755,0.8813166335613232,0.023054198139305655,0.008332100026152615,0.010460554586861735,0.010460554586861735,0.009247296014266094
C001720,0.06484577674646505,0.015645645798489007,0.007182916429736534,0.016363737946169316,0.06994437174878082,0.015934408598383923,0.015252728135639713
C001721,0.011848213517211366,0.01203427504076242,0.01203427504076242,0.01247713557593389,0.01271915788081358,0.01271915788081358,0.9612022559641559
C001723,0.006302336348722853,0.0065046854308609,0.00649081997050241,0.006772050563554436,0.0073750369968300184,0.0073750369968300184,0.5458958539460124
C001732,0.005672914573854341,0.005788702329887423,0.07507448518766381,0.006798247064551869,0.058695355307242056,0.004821913361842131,0.009099965657022693
C001735,0.2762772479621662,0.525687420838399,0.005532671551359324,0.005577230300371653,0.26863396444644516,0.004820745093284287,0.05171878973647706
C001736,0.012033825780485794,0.019270612351651232,0.015417268831424495,0.016117461787794787,0.8535001966365705,0.03872826016328247,0.01904787194748707
C001737,0.1949744311867995,0.41411731628611087,0.12219062530640709,0.15346165479636126,0.010547119790095694,0.006162606451994829,0.015580496582302693
C001740,0.6405774855767488,0.00687839915658181,0.007592482644069021,0.007592482644069021,0.008285115746213866,0.008285115746213866,0.0077645302966570665
C001742,0.020755062120108605,0.014217764215096946,0.02237374538016189,0.014672610769007983,0.016193678537659507,0.46749630286627036,0.03420516164014121
C001753,0.008452240357697347,0.009388297780067431,0.10269324751815945,0.009966890831738793,0.011088754078324737,0.5646998916611835,0.00988050417915856
C001755,0.005875726490413149,0.006437801460119297,0.006556856793671304,0.006556856793671304,0.008477654228079912,0.008746401212825166,0.6754446012971834
C001757,0.7422853018581671,0.019735918980705886,0.021452877505409626,0.021452877505409626,0.1638213047124323,0.10474650947641938,0.13027795830390185
C001758,0.6513999879040491,0.005016955816195204,0.02876602233979926,0.005660714822250016,0.007175155750291976,0.003898703306009239,0.005982284459356175
C001760,0.022032689790605516,0.022361720961849862,0.022361720961849862,0.022613976412441703,0.023616076685092816,0.019549004388102326,0.022747574006308068
C001762,0.02451752495830899,0.004437772426144232,0.16059070517337498,0.004421807221982922,0.005505240727108844,0.006769097188521301,0.004507949197609003
C001772,0.054357032018326965,0.006673247891558784,0.007385947679507758,0.007351961148531071,0.7762532317612423,0.007332809970662553,0.007788672510829434
C001778,0.007672799454281911,0.01044743172637966,0.301698233275196,0.006386818764100727,0.006459836614183081,0.16644636691834142,0.006030543951230512
C001779,0.01568883467248235,0.7197816847859417,0.007602134407619543,0.12903899290291632,0.0081890444831981,0.29968913175321577,0.009469278205995
C001785,0.008746616873174524,0.00946774359508455,0.00946774359508455,0.009819144029518662,0.6230460802675761,0.010010131188890046,0.031983023856627525
C001787,0.08672420260478605,0.07394598650147004,0.0043880548656106515,0.10292387541926165,0.004842390128752017,0.556113804576149,0.0042795486300209245
C001788,0.716411308718073,0.028150479203917254,0.00585316756310244,0.00609676862568943,0.006625153218230342,0.006237513485473475,0.006031355926725048
C001789,0.7665200001097235,0.00479699266528196,0.00479699266528196,0.004653588193292949,0.0048637646735089895,0.004200883508940573,0.004247934444060471
C001791,0.009512242570900088,0.010452191427841881,0.010574513198732528,0.8247152226358668,0.011175236654304923,0.009391721433617151,0.03075714152720366
C001792,0.008351769039585379,0.008704783228047495,0.008704783228047495,0.008774663951962995,0.009169251698035313,0.8252839887261428,0.009064292516903506
C001793,0.08102645143091966,0.003680214305082417,0.004409986838834256,0.004601477832113592,0.02687894371106563,0.2617288168037336,0.0044481494500357285
C001794,0.03897560299094462,0.009658619116955782,0.45603175491593156,0.04417464204680026,0.010049996349915555,0.2867468817677536,0.15821408072749765
C001795,0.005538930706422464,0.005773743542969348,0.02078819794544677,0.011340615770927535,0.006154282357216481,0.006254918288729764,0.8800067460049457
C001806,0.014197791779075767,0.006929811572244321,0.01417174035472123,0.007804385494591592,0.9043115406695451,0.00852958766234899,0.0088454981119578
C001810,0.003023956398239122,0.04637363455587508,0.003386140831286745,0.003478258170235006,0.005177763075310452,0.011342490988947676,0.010673910021086138
C001813,0.010085899842309305,0.011239897259790034,0.5774645944237633,0.012866346010037654,0.015508578483834957,0.036041832496388176,0.015371714819526767
C001815,0.0038327742950289355,0.8771469691771934,0.004248010238611041,0.004449881198621669,0.004903916068941204,0.006577702129926879,0.005287464364734718
C001817,0.011534891720988991,0.00888221998137382,0.008986335263271429,0.009058455591417604,0.3312716701949415,0.018335203492267246,0.633674575794854
C001818,0.007439644911248792,0.2109339550348015,0.18464249951589673,0.008556873574791688,0.00971157419399057,0.009144935714679236,0.14217544082369
C001820,0.007340313905194587,0.008497871125085097,0.7046438051923903,0.00923864806774965,0.010530306595144947,0.009427466225853044,0.010664759079131232
C001832,0.13410745138473942,0.0037495419730943723,0.1555292650431067,0.004140182789691536,0.019338733038468305,0.004673979312929933,0.21935298883152057
C001834,0.039076222927443116,0.009040487038635022,0.009403771851011294,0.5588945416557596,0.01075111968686132,0.01045132636689869,0.012588055140865324
C001838,0.0157825128671965,0.6906675956334577,0.021029065609381704,0.021432620917171203,0.08778242103061318,0.0857689625127872,0.12836508590872528
C001840,0.05841399181535275,0.005356946643729973,0.0038708514848867725,0.004147713454751335,0.0065089553286292985,0.010891140373871356,0.010156501684226119
C001841,0.009253767310296347,0.010074399002909679,0.010041150712701181,0.010085112590458231,0.8298898120441417,0.010712742016938491,0.010517399149490092
C001843,0.003375898719897256,0.003714687963430056,0.004687460953053689,0.12325218244720974,0.006144814106677649,0.1510065974586277,0.5756272535608673
C001844,0.17093482279642666,0.09210896548687303,0.0052867575786111455,0.7537914763788257,0.006199772899778893,0.006199772899778893,0.06590091323464876
C001846,0.0074256588380535015,0.008352357411214381,0.5914614010743939,0.012502366727216597,0.008709034733385704,0.5308280322858929,0.016472929770704622
C001848,0.09709840048172133,0.009139430445560275,0.004305871743347325,0.006411363884005235,0.8214594736574065,0.005161498690395222,0.03507642621927924
C001849,0.017483545737264364,0.019284738896716013,0.02059284874731509,0.02119080614249162,0.022599621606701904,0.022599621606701904,0.022768689713416074
C001850,0.571457951303543,0.007832659204296618,0.007832659204296618,0.008228818610105925,0.0089805044086317,0.06467238860076999,0.007681693731480439
C001854,0.005880374374299392,0.8791544412484793,0.008009267485844858,0.008324784272921087,0.05918371843730832,0.00866611470009377,0.04732093581676863
C001855,0.2846233015633711,0.01644577593277709,0.3117125360972115,0.0167695438388474,0.032481092104300856,0.04457564865387598,0.03159221920008467
C001856,0.783074827372093,0.00768982063817868,0.007780068613715152,0.009210026210571959,0.007856764135101278,0.007571368864922576,0.0075938230613214214
C001857,0.003356522006056321,0.027202550659335925,0.00346813383126388,0.05257524010968246,0.16745923910423702,0.0032577773294240765,0.7400792125820438
C001859,0.13582514675663482,0.00891637805713369,0.2924074639370303,0.009346923164323511,0.40005821541045666,0.009033842216354688,0.00785837434308982
C001863,0.007108993079184142,0.009420555301045169,0.008365674558950082,0.4148225102878623,0.008611130794275994,0.3255137463788073,0.00875277018688292
C001866,0.007166333041349553,0.012370941375676679,0.00901732723692036,0.014389841454528587,0.010619420037058411,0.016194944844466954,0.017982865989958758
C001867,0.07917283851657707,0.003629786660200819,0.0036725622988375635,0.18219636434386444,0.003869950691712837,0.03531127649049619,0.011055975401842834
C001871,0.015397000060861785,0.01615827223546855,0.016723581154175143,0.017211160465654816,0.017582229000369903,0.017846897209422303,0.01675648186052745
C001873,0.3668582113785099,0.006823304015626323,0.0047710898878844206,0.006526973631861795,0.006501249199158826,0.006577919512233188,0.006588622413844533
C001875,0.0065248839878830015,0.010292312477616104,0.3353207886116138,0.00857392430136418,0.4554592963042096,0.016334345826458423,0.012639303276181244
C001881,0.00584115795412317,0.0069063552826465185,0.28556149147513904,0.007619255008270803,0.007706253512262748,0.007797023114485679,0.8391563499059783
C001884,0.005903776856275428,0.005960311560199656,0.46604039455207025,0.329588790332001,0.011700235735910728,0.0061043065046935225,0.0059097487892350795
C001886,0.009630342214597618,0.7276757123934864,0.010430201439369024,0.010513786658267065,0.0627742000015143,0.008955549136508825,0.011201405955802771
C001891,0.00549846090438255,0.28493679961774576,0.11034453853453972,0.1625796361239753,0.0076017132494418755,0.007293404111948705,0.007303821446384478
C001893,0.006103883510167294,0.006113473954646047,0.006113473954646047,0.8409015103469362,0.006901415171933298,0.006692370846141373,0.0063741367697654
C001894,0.6797247818691043,0.009583893799097349,0.009911880419937614,0.008599211921218831,0.010631775468607866,0.009301946794923828,0.009245926903741038
C001896,0.22294645668600513,0.1291986102205559,0.005324619827544794,0.00430158488944589,0.004817218673140795,0.04319413634433819,0.034139521667956994
C001897,0.004905555818377584,0.040149722019930015,0.01602751149899415,0.006208268408263384,0.006887332767515465,0.006626124937505681,0.09858456702073744
C001898,0.005088738185039772,0.5420456551643469,0.007612282394466866,0.007612282394466866,0.1322142749258877,0.008146357929740212,0.6749690180302962
C001900,0.005025957423800825,0.6210956905324554,0.1962998778694073,0.005509760235504208,0.21116094835277802,0.005726772790088329,0.006282438082751944
C001903,0.05334289804401936,0.31256608481757053,0.003211334833294347,0.28559442534281054,0.004158033228949727,0.0033667227399876674,0.003708324912884296
C001904,0.2224668262982698,0.004694027011684168,0.2362670819787592,0.004930132388876489,0.02482719132731147,0.01576964363707855,0.062281939800026415
C001909,0.012962928340753917,0.028670151687983293,0.7640859893114389,0.015312506455782651,0.015891894648764848,0.015891894648764848,0.016883286326009782
C001921,0.006726385021354976,0.006134455913163929,0.006121374775665541,0.021375665595883216,0.01445627709956259,0.04951367958020781,0.00573066814247905
C001923,0.010206414085416084,0.010154410277464594,0.010273283301767817,0.009967806688694474,0.8539298693338534,0.008805482319966838,0.02100193736263008
C001928,0.008595171129007217,0.022117496264290194,0.009253600557770986,0.023912376311048526,0.009663825182014312,0.008324026314858683,0.009963603373731702
C001930,0.11352973740594911,0.00882512076118384,0.6865172779573399,0.011569470702904037,0.013019325439282829,0.013019325439282829,0.011603185329152504
C001931,0.005565274589286008,0.006332263303957774,0.008981346657704137,0.006971173934134305,0.007641213737810822,0.007427488560872897,0.035499979791611076
C001932,0.4138975411250739,0.013046758113982919,0.012940003258659545,0.008514415425700824,0.013066895276526479,0.5126043153507498,0.012370953807997529
C001933,0.0029418348793307414,0.038925878629093316,0.0034139588962556516,0.10944529581016234,0.0034871188042505264,0.389625104758242,0.7022154361762823
C001934,0.025426211895988645,0.005779323457315835,0.007186106447186065,0.005407204527475543,0.009630448947409687,0.006475151706414327,0.005647449890443626
C001935,0.008272669303638501,0.008965652660967693,0.008946588614802293,0.009398554527354946,0.7089194953042856,0.009291977260357418,0.7304301997795176
C001937,0.011160362303895192,0.004650841419664822,0.7943401654148838,0.006278006586655189,0.09358915485625663,0.006927183671002517,0.008064998068588894
C001939,0.08337211130772981,0.019741467327621,0.019741467327621,0.02049572137711866,0.021325593384982706,0.021183304509903286,0.023920842085835677
C001943,0.007215802277693741,0.5963298988813514,0.6754067627570819,0.007919557014704601,0.008047854411138885,0.00960702436281247,0.11032465783008222
C001947,0.03020859856738737,0.006435983441447406,0.21640781406907938,0.006658431513470883,0.2170386379242654,0.007012073720068197,0.005882577395560212
C001948,0.004504728004904473,0.270905719296786,0.050794917449786245,0.005194484940686812,0.011549189991537295,0.03737414912040044,0.013166151723591238
C001949,0.28938737719038915,0.07950373604612558,0.5498437485201748,0.02031597596481225,0.006566415480372876,0.006566415480372876,0.005627026537658278
C001950,0.003247436197992189,0.6767522656885816,0.036877486335386435,0.003604499083984028,0.003871443524686968,0.5996090713456135,0.011525935679359924
C001951,0.030381282854403648,0.005932085419221539,0.006253689412417375,0.006758065335072774,0.5511637995190966,0.007827544918667923,0.007145837300038192
C001952,0.003872094913797076,0.004282084704081984,0.004210231751776262,0.19627211412304202,0.00435547203440237,0.031178873320008973,0.00594983510219393
C001955,0.06094345598081481,0.0069276810495545365,0.007294377089234267,0.007559495648417061,0.3264482700392272,0.3227084802682819,0.008006321210359602
C001956,0.006092656198294408,0.0072033845960196,0.1323287451409243,0.007289035541859089,0.00795801836389747,0.021390180259669385,0.00830541777944873
C001958,0.5246917338481459,0.09945367630256419,0.009561782742209481,0.008167828660298658,0.40355130959075114,0.029063258842539977,0.007416816815678002
C001960,0.0169056061714976,0.013293848108700903,0.182508242288073,0.3613322011866897,0.014906437460114377,0.014958216935315786,0.013988345390838056
C001962,0.002383801779758697,0.005599196075118279,0.2722798484122825,0.00765592312179836,0.005045982689654984,0.009297992888290358,0.006222097001079204
C001965,0.5092059401634818,0.005487954488792388,0.005554880929685118,0.1884971972208258,0.0056097646833433035,0.005055349805568352,0.005971785859418225
C001966,0.010968615413935033,0.014444695892761962,0.01180669626744598,0.011901179732556085,0.8542582148904636,0.010139425171685435,0.012847233938147405
C001968,0.005372674456683878,0.0061771967420691225,0.012790750662177093,0.007331512496667494,0.010659910251016686,0.04684423517462308,0.03416220578834405
C001970,0.0060691115784282925,0.004470839412920453,0.004708106441224425,0.07650855204721972,0.03764765754037272,0.37170198324047604,0.11066061803562638
C001973,0.008112654924687724,0.008792353064827329,0.008773654250627557,0.7544998734724959,0.009315542041091484,0.009034038847872431,0.028532659232641977
C001974,0.008125287902312171,0.009098803242432873,0.009409711799976113,0.1863827300607694,0.009878633619027827,0.3047505619948771,0.010540156654671345
C001975,0.026409743227927794,0.2596325469432098,0.012506200601133192,0.32066035410705995,0.02677067429340135,0.0894566090339457,0.03904678277826644
C001978,0.007287932167847157,0.007626650650091458,0.6421486276913767,0.005600476680747719,0.008532875956798079,0.23666786824122338,0.009322940135339592
C001983,0.004281903349980489,0.0033506814021748415,0.004864760119136217,0.004864760119136217,0.8201935637627114,0.3621756159464725,0.0048611684952878645
C001984,0.007963799383514754,0.8010177749812845,0.008331368578859662,0.008367908012732055,0.009184741658776132,0.009292762833409787,0.00995075119764698
C001995,0.0042310496812225165,0.02796142119689828,0.05850136605653197,0.012351388217820157,0.07105340182221337,0.006801989231307302,0.20458521162684754
C001996,0.06629884150086068,0.004168015966050947,0.4798789096769767,0.003776398945642194,0.004289135716499881,0.004496620147769026,0.8400752453163731
C002003,0.018207923849864208,0.026917930240368034,0.02491047285282446,0.026557922291303486,0.03311471403928108,0.03160207121067476,0.03901579051003388
C002004,0.00606112048684699,0.006779814439257855,0.12888652514346446,0.33418174264747147,0.6352075196448616,0.007049012966238115,0.007107739015801406
C002005,0.012005286328820582,0.00586981318934304,0.43407829982121793,0.006146044714088046,0.039544893472004135,0.735698320985017,0.028139846771523182
C002008,0.002421743817893985,0.055364979466815206,0.23865166933666646,0.002708679681145068,0.36465175118593385,0.004118014245205587,0.0253871575682829
C002010,0.004177293947961945,0.0045774470147928546,0.5864447650503687,0.004546015783614905,0.17248608535446341,0.32367552035710395,0.0037367344009179497
C002013,0.2662271113002173,0.003988405490686748,0.0914710245801094,0.004614279680538971,0.048702055830066884,0.15126183781859365,0.0037756661646856458
C002014,0.007242469900503339,0.06990095721898672,0.13420904486003604,0.008550369424471826,0.00805591080860674,0.12305082609517884,0.00814533684650967
C002015,0.31696177298879435,0.015703796725574575,0.5140967832709192,0.012053775614809583,0.03891531811660105,0.03238452857151936,0.17818958682260116
C002020,0.0036322370805063646,0.1921128246342107,0.004183782345416499,0.06782013128838832,0.24644329819779215,0.0044056344730095945,0.0030204830856754307
C002021,0.6152724291835875,0.00902714550100074,0.003373881564177353,0.16277095949372242,0.013956392900915552,0.013518503104152275,0.0884486458979824
C002022,0.20571083174308916,0.008206081434122159,0.008302337570050191,0.00836901479504073,0.15800580562654795,0.007347616011847508,0.12214481999732073
C002025,0.004740749218483515,0.23824634418761736,0.004882760023423936,0.04867488003856548,0.01422529774838075,0.5319231254426207,0.0047405798529181415
C002026,0.005354720415341216,0.00597271537649267,0.01663338384272674,0.00277350406631579,0.007373984373354622,0.003811833809460248,0.08661941211020006
C002031,0.0029951238378573973,0.007209871758582416,0.007406621902912295,0.03830722765394676,0.00963078384031938,0.009240946270855132,0.056890817670230534
C002033,0.00851869025929228,0.7745083771533279,0.8504102070504476,0.008844995585070022,0.00898506367707326,0.009090757998039014,0.00918894099316126
C002037,0.007293463877023635,0.23337975536617012,0.007761298520352704,0.004938780418572203,0.25742813971018264,0.008336730423767275,0.008232446756840253
C002039,0.0072868590776615045,0.006472821593133267,0.006695476921085348,0.006709579615466137,0.9012481952726747,0.0067619411140611456,0.006882722820709095
C002040,0.007237733593638909,0.15574049172296076,0.005182932588927254,0.005336147943473179,0.5555273924303487,0.005416148720221597,0.005713242911681634
C002044,0.007574173855520475,0.011455489780945871,0.007727375992410493,0.8781239099474027,0.008140120373307176,0.00663229590041543,0.008060389686837189
C002045,0.007810554635931809,0.008146065253620003,0.008241623258473505,0.6484188423935743,0.00978181082137199,0.0071676024933299476,0.008498907032498225
C002046,0.03923871322556798,0.04571670690331345,0.019354573625038052,0.024665693353831068,0.02081183978781754,0.02105370085095625,0.023121468267686872
C002049,0.006188226056145716,0.8003214212898548,0.006042739451849226,0.0063489477965565965,0.006501215026348921,0.006304215838315634,0.38777226725694947
C002050,0.34827313484794237,0.005639949327102893,0.005706278290594803,0.005934616225634331,0.006202289035106748,0.0050928289807425425,0.0063196723963603865
C002053,0.01608338935070187,0.011004953756279835,0.016300383865181785,0.016821572036722215,0.06093152496548208,0.09113903396011508,0.05290334845783665
C002056,0.006324928487314412,0.0074414783932068495,0.00738714524939422,0.008008415432221461,0.918821910862257,0.008440112467087929,0.009887127042721405
C002057,0.007634173287434344,0.007878944601027291,0.02822192286057047,0.02099549944956863,0.705972847496128,0.007714852742943948,0.006418727484109982
C002061,0.007286611292913493,0.008160468966659937,0.33633771138363006,0.008571139808160377,0.5635500167502749,0.8296783200517045,0.007318660929264638
C002068,0.003890292028211487,0.003991367711751214,0.0042118536360903555,0.0042118536360903555,0.004484241621984419,0.036429019183749335,0.03624042883180614
C002069,0.6233168363095006,0.006429050329712653,0.11214182274491588,0.0065569336529891775,0.006842452446082248,0.02271304015132203,0.006909251206671629
C002072,0.5648607295027746,0.6208809696425285,0.006257691640828281,0.006561718571624939,0.007427086571772578,0.006992799219696919,0.008400950375052632
C002074,0.004169931284802111,0.0042398075197258795,0.15085221245749564,0.4663638161663383,0.10097755607248841,0.0038112415583197857,0.00323902703145005
C002075,0.009331212739838035,0.009725220235633474,0.009839118871066333,0.009839118871066333,0.010588346846350561,0.06438504485312724,0.5393240337846897
C002076,0.011172715330040899,0.23661285693327883,0.012908458918390823,0.005011326254893583,0.00519740331414737,0.005258778546446315,0.8318256970639276
C002078,0.226322958103155,0.007061823175422206,0.2525608359514279,0.00835857233420084,0.019564616256834966,0.01993799401492914,0.027516284075753013
C002079,0.0040055697758538955,0.28097890937579145,0.036377957354724516,0.0044079343349416,0.004995120240922998,0.003751208218760837,0.8396402946164646
C002081,0.006254717728642616,0.007030488384137802,0.893141789505115,0.007383028304479457,0.5429361677514203,0.007467102658453428,0.01834650806892239
C002082,0.011052418256841048,0.011694578464959544,0.04421141466982383,0.012332141443593717,0.013663103214029455,0.01128700061353459,0.01269621153520686
C002084,0.025897613306770657,0.010872148795800136,0.0066749851804322425,0.4890177795800329,0.37919230234636003,0.02909845625904967,0.006543035782447665
C002085,0.00992831327548147,0.023813681100888242,0.011912764434797706,0.011912764434797706,0.013020496378386466,0.013020496378386466,0.03234869794890062
C002088,0.0735419935178017,0.005499586130300186,0.2215075594854757,0.07689817335772427,0.006547199086971517,0.006547199086971517,0.050351890985665976
C002089,0.014308290516728508,0.014763867651002367,0.014763867651002367,0.015043719054110474,0.8456994554453302,0.05041953053711028,0.02019093694420045
C002091,0.0062675832357447165,0.8673719591578404,0.6862074520812891,0.12764926176225988,0.49938799705484854,0.006818111247009808,0.00579600546196786
C002094,0.005139338239907374,0.005113219652813829,0.005108553006747595,0.3613389640138138,0.33876683184228135,0.005370305489644391,0.18282955000807244
C002095,0.011313235010921125,0.012862252826441952,0.013300926982036495,0.013651675037921206,0.015782258180204654,0.03536930787154205,0.01583454448135095
C002097,0.02302212432831782,0.01778530960479711,0.01087795463799852,0.01085681084425081,0.5765461373100833,0.011067755534174883,0.011933394526094704
C002098,0.010074742318328535,0.01093512131489168,0.01068948487076437,0.010896828513799979,0.011276907843433317,0.9020659033374311,0.010148483825912786
C002100,0.005678577972435585,0.005768318581780013,0.005768318581780013,0.7290240597475576,0.0061207466981401965,0.1512945194566431,0.00599937952848502
C002101,0.0037435670416452894,0.004555337786343928,0.009740028962676036,0.0888818081975756,0.15299438766558981,0.005863379537965722,0.0072046793309327745
C002104,0.01280848221610452,0.013626232646947485,0.013785182684335191,0.01348356690834091,0.4614486797459758,0.01191737326828933,0.013582230414413154
C002108,0.00832700728136218,0.14196813578174378,0.6689874587254778,0.005774911045991192,0.009008663116547537,0.007341146034159805,0.009411135653223443
C002111,0.0053499721991456615,0.006613530395854783,0.006833081627707206,0.3385473381625399,0.004815632372769066,0.007222761061379172,0.007790837894650395
C002113,0.032438215059506254,0.02285361649170895,0.593200521151778,0.01101556773441561,0.11637615281229516,0.010825864182942306,0.25865449127912615
C002116,0.35633348123213515,0.005969552119682868,0.22294154402683086,0.02603913854670982,0.006738304564873224,0.06633362437355297,0.006247051585960465
C002117,0.5180896863016003,0.007380087515705736,0.0073450042858513144,0.007426333346807022,0.007511145697202157,0.36589170337296995,0.007959265183796025
C002122,0.32323887643986515,0.005133647686091077,0.009784975725437562,0.07132772447162393,0.007822170742922177,0.007525777077463332,0.007101564894800114
C002124,0.011412755970243205,0.01213970775312387,0.01253770040369609,0.012904841230405188,0.01504222198880811,0.02671112211228517,0.015993924209953506
C002126,0.2663015740719809,0.01200654554101808,0.012146834592811748,0.2779249185896521,0.10698501519071471,0.010191273121913825,0.009248461090165059
C002127,0.030776871987129268,0.011213948499361213,0.011213948499361213,0.8463287963428477,0.03281054394448741,0.012123242651909286,0.012634092084629374
C002128,0.03407513236145633,0.038454087273382676,0.04199994403179199,0.04199994403179199,0.04209752182072812,0.04257599484475698,0.04285618674284065
C002129,0.006458300914209124,0.007219698485022181,0.007203734586072299,0.005297670358066454,0.7647117299952246,0.01568486702450657,0.009234728634639668
C002134,0.003613983319563474,0.004283657520347027,0.005200885927059284,0.008756285383497264,0.004892670702343518,0.8172212037455991,0.004855942234632809
C002136,0.007955336172913942,0.008080764800822584,0.008080764800822584,0.008489365494006626,0.008654713882390433,0.4455272718643991,0.35357376333011764
C002138,0.15278861123105897,0.005366347198212721,0.005517981222785843,0.005579193900232075,0.4827809842224828,0.23759261581601943,0.011872675718385474
C002139,0.005659592387063428,0.006145259995809646,0.006382036459628668,0.006506378135864776,0.006687106238301693,0.15939807089655628,0.03303658670435402
C002144,0.009462198309391483,0.010434749253288222,0.011470495976163468,0.9440404789168354,0.013296180674594751,0.012441628023700637,0.014071354019263975
C002146,0.01486149021780158,0.012771183302523232,0.014741274223894495,0.013569938326147599,0.015202905937586787,0.040210007489649785,0.014838632649034128
C002147,0.01019927491256753,0.011339856567493737,0.42294878762376886,0.026877826151350974,0.29247435968724794,0.0127565371618534,0.014887642721721965
C002148,0.00489733778476004,0.005441862295596341,0.005844664723085876,0.005844664723085876,0.40965355888225735,0.680114874610504,0.006456467792710395
C002149,0.006031827841101718,0.031320491364541035,0.007432381608093527,0.5017152328036741,0.008909319926703657,0.009044635350136311,0.008225690852173414
C002150,0.08649269850698323,0.00838089531672118,0.01196829580025499,0.01196829580025499,0.015242708481609576,0.015242708481609576,0.014079611709353354
C002151,0.012819320399393024,0.009790921394984019,0.009905581804245849,0.00998500526410396,0.8037484124176537,0.062213124687814224,0.013448150245954757
C002153,0.01855930852915747,0.019147609120283914,0.019147609120283914,0.020105848340517003,0.020867297013161364,0.296558929702241,0.024392801473548647
C002154,0.008584653168849316,0.23069365181953386,0.008859627249623333,0.01582571311548482,0.009503552165168551,0.2976170805101265,0.07381913150942845
C002157,0.010858466723478984,0.0169187654476658,0.0422266440093606,0.017664828635832935,0.018140360645271487,0.018351757453099683,0.5744246442401433
C002158,0.019531294635761004,0.02050662064311759,0.020895179065684603,0.021595470242693857,0.023162474193540745,0.0223191066863496,0.027237488797456733
C002160,0.012936778015029692,0.011641928183030842,0.7078248249939173,0.01371199725921785,0.014637658114415824,0.012781647436672405,0.02970489287905268
C002162,0.026559602014615578,0.06224493534193414,0.2345039899747543,0.009852869871818395,0.010604168631010751,0.008569124041043798,0.011074682152428654
C002163,0.008320914435946819,0.04812801760444811,0.017169305578198485,0.008278437290704509,0.008651750990962642,0.007268012041970543,0.008712869787107978
C002165,0.1363798667629634,0.008612069112126398,0.007130021392484311,0.007447423219793277,0.008506232447298328,0.621238713172473,0.008399384340199389
C002166,0.01818889818782296,0.7415483750309395,0.019232747989605906,0.019845803954298375,0.02254218168065091,0.021072494790840453,0.40547164081279147
C002167,0.11586355851124,0.004114330573035985,0.03513985044432428,0.036992309926368684,0.004350899405509592,0.06880922744493892,0.004516431993982911
C002168,0.0045631358780487,0.1577723608119164,0.005146995181914111,0.05536648884689731,0.0054352742734959025,0.06020133405524856,0.1248452739725434
C002175,0.005072292721488407,0.01892116924328165,0.004874919205749376,0.005122254671327126,0.016754527443411188,0.030769074057562035,0.0699066075981779
C002176,0.00577937002080169,0.006110085771598978,0.006181909428975447,0.04053350524832936,0.37328185269447234,0.005547611036658558,0.816063681051237
C002177,0.030458520628704893,0.0327738963623948,0.034006599327972314,0.033018955052870905,0.85055766179399,0.028587733784562974,0.03422193008472624
C002183,0.008635489974145595,0.008885050260468007,0.008989198417330731,0.35099837699308356,0.2665244046208659,0.007717080761376949,0.008636441148601338
C002184,0.6263121432473531,0.43074117551379537,0.009755175375089254,0.4465552732454451,0.011424800134707374,0.011597873777887801,0.011624833755319504
C002187,0.010265195679258179,0.0068265528977146765,0.007060848631948744,0.5876183144931278,0.3358867005003042,0.006907425396190707,0.00692944744209184
C002188,0.0022642642643724595,0.0036678876198286423,0.014082800763570777,0.0078541403761012,0.0041876818338636365,0.00307567047334459,0.004579568635517978
C002191,0.008095978614804853,0.3898104831114071,0.12047697335565079,0.008812537501292893,0.00948883207169732,0.00925825236533546,0.01063613386685129
C002194,0.00439721092483894,0.004520538649569688,0.030794723205661075,0.005170843130708574,0.10338235078648275,0.0855772885298786,0.006296971406495816
C002197,0.0021245561529359544,0.0022799469357092706,0.0025611673939934187,0.0034155489781646418,0.003043480668190023,0.0031828775079846667,0.002862490748412445
C002198,0.026556541592860576,0.03343404369011724,0.0028004300992527692,0.0037179681469542156,0.002147529965334941,0.005409912807977799,0.0028975443606510795
C002199,0.03652227330328381,0.003946409036681294,0.003937975211586721,0.27938864695772825,0.003951205554162005,0.01549452901749636,0.017230377779721077
C002200,0.0038560829433221294,0.24834622530191813,0.1658086601725545,0.004269865444866292,0.004574845833958572,0.056228078555856,0.005040968201662347
C002212,0.009703061192976226,0.04595735439637564,0.012052044190332685,0.03293825407695083,0.68451054579509,0.01126890435199549,0.011479865497302224
C002215,0.12684703282597562,0.006442631525713043,0.006436759424592553,0.006774073497342662,0.175523530613429,0.006777647439060061,0.4061046009981114
C002222,0.021095447190772856,0.011969649489131682,0.03243753300674649,0.012256761230767337,0.057497093242119296,0.028312128950067024,0.08640916850465702
C002227,0.011605432122687928,0.012545275733125819,0.012691778651524465,0.013091306759803396,0.01970794702407353,0.012948055472952035,0.6375029778172343
C002232,0.16725788709093212,0.34811644090880933,0.010759517170308867,0.0052751184666574216,0.08864967397343268,0.012872260654732477,0.011288143281007811
